,Unnamed: 0,artistName,trackName,msPlayed,artist_genres,Track Play Count
705,1563,Daft Punk,The Writing of Fragments of Time (feat. Todd Edwards),21584,"['electro', 'filter house', 'rock']",1.0
706,1564,Daft Punk,Fragments of Time (feat. Todd Edwards),117283,"['electro', 'filter house', 'rock']",1.0
817,2026,Wiz Khalifa,"Work Hard, Play Hard",975,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
804,2012,Twisted Sister,I Wanna Rock,46884,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",1.0
807,2015,Pink Floyd,Eclipse,118746,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",1.0
808,2016,Danzig,Mother,204866,"['alternative metal', 'groove metal', 'grunge', 'hard rock', 'industrial rock', 'metal', 'nu metal', 'punk']",1.0
809,2017,Blue Öyster Cult,Burning for You - Remastered,9475,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'progressive rock', 'rock']",1.0
810,2018,Ramones,Blitzkrieg Bop - 2016 Remaster,134466,"['alternative rock', 'early us punk', 'permanent wave', 'punk', 'rock']",1.0
811,2019,Wiz Khalifa,Peace and Love,34713,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
812,2020,Wiz Khalifa,Go Hard or Go Home,394,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
813,2021,Wiz Khalifa,On My Level (feat. Too $hort),19649,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
816,2025,Wiz Khalifa,Something New (feat. Ty Dolla $ign),4690,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
818,2027,T-Pain,5 O'Clock (feat. Lily Allen & Wiz Khalifa),7151,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",1.0
708,1566,Daft Punk,Beyond,208,"['electro', 'filter house', 'rock']",1.0
819,2028,Wiz Khalifa,"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]",3018,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
820,2029,Wiz Khalifa,Still Wiz,91463,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
822,2031,PnB Rock,TTM (feat. Wiz Khalifa & NGHTMRE),43930,"['melodic rap', 'rap', 'trap']",1.0
823,2032,blackbear,cheers (with Wiz Khalifa),2986,['pop'],1.0
824,2033,Dixie,One Whole Day (feat. Wiz Khalifa),3391,"['contemporary country', 'country', 'country dawn']",1.0
825,2038,Wiz Khalifa,This Plane,197124,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
826,2041,Amenazzy,Jalapeño - Remix,448,"['rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']",1.0
832,2069,JAY-Z,New Day,3890,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",1.0
839,2088,Mountain,Mississippi Queen,23,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'proto-metal', 'psychedelic rock']",1.0
802,2010,Dio,Rainbow in the Dark,256933,"['album rock', 'alternative metal', 'glam metal', 'hard rock', 'metal', 'rock']",1.0
800,2007,Iron Maiden,Wasted Years - 2015 Remaster,74550,"['alternative metal', 'hard rock', 'metal', 'nwobhm', 'rock']",1.0
783,1889,JGRXXN,SLug Do,1904,"['atl trap', 'dark trap', 'phonk']",1.0
782,1888,$uicideboy$,Styrofoam,67848,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",1.0
709,1567,Daft Punk,Make Love,534,"['electro', 'filter house', 'rock']",1.0
711,1569,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),19853,"['electro', 'filter house', 'rock']",1.0
733,1683,Eagles,Hotel California - 2013 Remaster,3018,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1.0
736,1686,Queen,Another One Bites The Dust - Remastered 2011,0,"['classic rock', 'glam rock', 'rock']",1.0
737,1687,Billy Idol,White Wedding - Pt. 1,0,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1.0
740,1703,Misfits,Where Eagles Dare,128426,"['horror punk', 'new jersey hardcore', 'new jersey punk', 'punk']",1.0
741,1704,Television,Marquee Moon,593552,"['alternative rock', 'art punk', 'experimental rock', 'no wave', 'noise pop', 'post-punk', 'protopunk', 'punk', 'singer-songwriter']",1.0
742,1705,Sex Pistols,God Save the Queen,77911,"['alternative rock', 'punk', 'rock']",1.0
747,1717,Mac Miller,Buttons,228440,"['hip hop', 'pittsburgh rap', 'rap']",1.0
750,1728,Loafy Building,Glass Currents,12020,['lo-fi study'],1.0
760,1799,Dr. Dre,"Nuthin' But A ""G"" Thang",164908,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1.0
761,1810,Quavo,Greatness,185000,"['atl hip hop', 'melodic rap', 'rap', 'trap']",1.0
763,1818,Cosmo Pyke,Chronic Sunshine,270926,['uk contemporary r&b'],1.0
765,1827,YoungBoy Never Broke Again,Nawfside,126061,"['baton rouge rap', 'rap']",1.0
774,1838,streety,Fuck The Streets (Duwap Kaine),554,[],1.0
775,1839,streety,24 songs,24703,[],1.0
779,1885,3DMG,Hittin' Switchez,13325,['phonk'],1.0
780,1886,Domsta,Limited Time Luxury,2159,[],1.0
781,1887,Xavier Wulf,Akina Speed Star,510,"['cloud rap', 'dark trap', 'memphis hip hop', 'underground hip hop']",1.0
538,910,Macklemore,1984,204080,"['pop rap', 'seattle hip hop']",1.0
537,909,Macklemore,NO BAD DAYS (feat. Collett),173453,"['pop rap', 'seattle hip hop']",1.0
536,908,Macklemore,CHANT (feat. Tones And I),270635,"['pop rap', 'seattle hip hop']",1.0
287,401,A$AP Rocky,Multiply (feat. Juicy J),223053,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1.0
205,279,Morgan Wallen,7 Summers,204328,['contemporary country'],1.0
220,302,Andrés Madariaga,Lágrima (Preludio),125750,[],1.0
234,323,2Pac,Keep Ya Head Up - Madukey Remix,3715,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1.0
253,353,Kendrick Lamar,These Walls,300973,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1.0
255,356,Kendrick Lamar,Mortal Man,9329,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1.0
265,369,Duo Multicorde,Viejo Zortzico,344000,[],1.0
267,374,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492: Overture",246333,"['classical', 'classical era']",1.0
268,375,George Frideric Handel,Orlando / Act 3: Sorge infausta una procella,236466,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",1.0
286,400,YG,HANDGUN (feat. A$AP Rocky),1532,[],1.0
292,409,Andrés Madariaga,El Noi de la Mare,160375,[],1.0
330,478,C418,Droopy Likes Ricochet,96234,['pixel'],1.0
293,412,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",112352,"['baroque', 'classical', 'early music', 'italian baroque']",1.0
295,415,Richard Wagner,Lohengrin: Prelude,596000,"['classical', 'german opera', 'german romanticism', 'late romantic era']",1.0
296,417,Camille Saint-Saëns,"Le Carnaval des Animaux, R. 125: VII. Aquarium",161293,"['classical', 'french romanticism', 'late romantic era']",1.0
299,428,Johann Sebastian Bach,"J.S. Bach: J.S. Bach: Orchestral Suite No. 3 in D Major, BWV 1068: 2. Air",277706,"['baroque', 'classical', 'early music', 'german baroque']",1.0
304,443,C418,Dreiton,221750,['pixel'],1.0
305,445,C418,Kyoto,249000,['pixel'],1.0
326,474,C418,Strad,188750,['pixel'],1.0
327,475,C418,Danny,254500,['pixel'],1.0
328,476,C418,Cat,186250,['pixel'],1.0
203,277,Tyler Childers,Feathered Indians,224946,"['kentucky indie', 'kentucky roots', 'outlaw country']",1.0
181,240,Kendrick Lamar,untitled 04 | 08.14.2014.,83302,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1.0
177,218,Foals,Spanish Sahara,393420,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']",1.0
170,200,Wolfgang Amadeus Mozart,"Requiem, K. 626: Lacrimosa",169666,"['classical', 'classical era']",1.0
5,5,Franz Liszt,"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",47342,"['classical', 'late romantic era']",1.0
6,6,Gold Band,Stern Des Südens (Hymnem Bayern München),12180,"['football', 'fussball']",1.0
7,7,Edvard Grieg,"Piano Concerto in A minor, Op. 16: II. Adagio - Live",22280,"['classical', 'late romantic era', 'norwegian classical']",1.0
8,8,Football Chants,Bayern Ambiance after goal,13090,['fan chant'],1.0
16,18,Edward Elgar,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",478573,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",1.0
23,26,Samuel Barber,Barber: Adagio for Strings,537426,"['american modern classical', 'classical']",1.0
24,27,Felix Mendelssohn,"Violin Concerto in E Minor, Op. 64, MWV O 14: 1. Allegro molto appassionato",727786,"['classical', 'early romantic era', 'german romanticism']",1.0
25,28,Charles Gounod,Ave Maria,163266,"['classical', 'french opera', 'french romanticism', 'late romantic era']",1.0
29,32,Franz Liszt,"Ständchen in D Minor (After Schubert), S. 560",357746,"['classical', 'late romantic era']",1.0
30,33,Pyotr Ilyich Tchaikovsky,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",53662,"['classical', 'late romantic era', 'russian romanticism']",1.0
34,37,Lil Wayne,Feelin' Like Tunechi,186059,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1.0
35,38,Polo G,GANG GANG (with Lil Wayne),178775,"['chicago rap', 'rap']",1.0
68,75,Antonio Vivaldi,"Vivaldi: The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro",187720,"['baroque', 'classical', 'early music', 'italian baroque']",1.0
70,78,Franz Schubert,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",497773,"['classical', 'classical era', 'early romantic era']",1.0
71,80,Franz Liszt,"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",297191,"['classical', 'late romantic era']",1.0
72,82,Johann Sebastian Bach,Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro,453506,"['baroque', 'classical', 'early music', 'german baroque']",1.0
74,86,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",139306,"['baroque', 'classical', 'early music', 'german baroque']",1.0
76,88,Antonio Vivaldi,"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",173426,"['baroque', 'classical', 'early music', 'italian baroque']",1.0
77,89,Georges Bizet,Carmen Suite No. 1: 5. Les toréadors,6153,"['classical', 'french opera', 'french romanticism', 'late romantic era']",1.0
329,477,C418,Moog City,160000,['pixel'],1.0
331,479,C418,Équinoxe,114875,['pixel'],1.0
513,838,Chasinbens,Know You Miss Me,12306,[],1.0
487,770,Dreamfield,Hideaway,140571,['lo-fi study'],1.0
476,759,Altair Blake,Dreamcaster,151304,[],1.0
478,761,Lucid Keys,Dreaming Of Yesterday,153600,['lo-fi study'],1.0
479,762,Cosmic Koala,Heroes,139185,['lo-fi study'],1.0
481,764,Sleepy Tom,The Girl Who Fell From The Sky (Laputa),91725,[],1.0
482,765,WanderLight,Tokyo Nights,140571,[],1.0
483,766,Dreamfield,At Play,102400,['lo-fi study'],1.0
484,767,Cosmic Koala,Quietude,147256,['lo-fi study'],1.0
485,768,Bcalm,Dapple,162580,"['focus beats', 'lo-fi study']",1.0
486,769,Mg.,better days,40767,[],1.0
491,795,Frank Ocean,Not Just Money,59760,"['lgbtq+ hip hop', 'neo soul']",1.0
332,480,C418,Beginning 2,176000,['pixel'],1.0
493,797,Frank Ocean,Pilot Jones,184080,"['lgbtq+ hip hop', 'neo soul']",1.0
497,820,BigXthaPlug,Change,4249,['southern hip hop'],1.0
498,821,YoungBoy Never Broke Again,Next,200000,"['baton rouge rap', 'rap']",1.0
501,826,YoungBoy Never Broke Again,Louie V,94647,"['baton rouge rap', 'rap']",1.0
502,827,Lil Mabu,TRIP TO THE HOOD,2530,[],1.0
504,829,Money Man,Air Holes,743,"['memphis hip hop', 'southern hip hop', 'trap']",1.0
506,831,Key Glock,Dirt,1091,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",1.0
507,832,Don Toliver,LoveSickness,2809,"['pop rap', 'rap', 'trap']",1.0
508,833,Bizzy Banks,Ok Ok Ok,18676,"['brooklyn drill', 'new york drill']",1.0
475,758,Azido 88,Safie - Mg. Remix,126000,[],1.0
457,717,Wolfgang Amadeus Mozart,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",364106,"['classical', 'classical era']",1.0
456,714,Giuseppe Verdi,"La traviata / Act II: Di Provenza il mar, il suol",282000,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']",1.0
454,709,Gioachino Rossini,"Il barbiere di Siviglia / Act I: No. 2 Cavatina: ""Largo al factotum""",296213,"['classical', 'italian opera', 'italian romanticism']",1.0
333,481,C418,Mice On Venus,252331,['pixel'],1.0
371,570,Frank Ocean,Be Yourself,86943,"['lgbtq+ hip hop', 'neo soul']",1.0
373,572,Frank Ocean,Skyline To,184600,"['lgbtq+ hip hop', 'neo soul']",1.0
375,574,Frank Ocean,Good Guy,66786,"['lgbtq+ hip hop', 'neo soul']",1.0
377,577,Frank Ocean,Pretty Sweet,158478,"['lgbtq+ hip hop', 'neo soul']",1.0
383,588,Frank Ocean,Godspeed,177922,"['lgbtq+ hip hop', 'neo soul']",1.0
384,589,Frank Ocean,Futura Free,294880,"['lgbtq+ hip hop', 'neo soul']",1.0
408,621,Childish Gambino,Terrified,4697,"['atl hip hop', 'hip hop', 'rap']",1.0
422,648,A$AP Rocky,Hell (feat. Santigold),231786,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1.0
428,656,A$AP Rocky,Jodye,260760,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1.0
434,663,Chance the Rapper,D.R.A.M. Sings Special,101590,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",1.0
435,664,Chance the Rapper,Blessings (feat. Jamila Woods),184827,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",1.0
447,696,Erik Satie,Gnossienne: No. 1,214133,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']",1.0
448,697,Ludwig van Beethoven,"Beethoven: 'Ode To Joy' From Symphony No. 9 In D Minor 'Choral', Op. 125",10153,"['classical', 'classical era', 'early romantic era', 'german romanticism']",1.0
449,698,Academy of St. Martin in the Fields,Peer Gynt Suite No.1 op. 46 Morning (Allegro pastorale),259573,"['british orchestra', 'chamber orchestra', 'classical', 'classical performance']",1.0
450,701,George Frideric Handel,"Suite in B-Flat Major, HWV 434: IV. Menuet",230893,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",1.0
451,703,Wolfgang Amadeus Mozart,"Larghetto and Allegro, K.Anh. 229: Larghetto",285440,"['classical', 'classical era']",1.0
452,707,William Walton,Five Bagatelles: Sempre espressivo,140400,"['british modern classical', 'early modern classical']",1.0
453,708,Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",435160,"['classical', 'classical era']",1.0
844,2110,DJ Drama,FMFU,208786,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']",1.0
846,2144,Drake,Free Smoke,218673,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1.0
1311,4266,Calvin Harris,Acceptable in the 80's,5056,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1.0
1128,3441,Sheppard,Geronimo,11498,"['australian indie', 'australian pop', 'folk-pop']",1.0
1088,3175,Nicki Minaj,Super Freaky Girl,19136,"['hip pop', 'pop', 'queens hip hop', 'rap']",1.0
1097,3234,Icona Pop,Off Of My Mind,2507,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",1.0
1103,3316,Key Glock,In GLOCK we trust,35805,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",1.0
1106,3340,Queen,Killer Queen - Remastered 2011,12053,"['classic rock', 'glam rock', 'rock']",1.0
1107,3341,Elton John,Saturday Night’s Alright (For Fighting) - Remastered 2014,2856,"['glam rock', 'mellow gold', 'piano rock', 'rock']",1.0
1109,3343,Suzi Quatro,Devil Gate Drive,9543,['glam rock'],1.0
1121,3432,Sigala,Came Here for Love,19712,"['dance pop', 'edm', 'pop dance', 'uk dance']",1.0
1124,3436,Maroon 5,Animals,225765,['pop'],1.0
1126,3439,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3840,"['pop', 'uk dance', 'uk funky']",1.0
1136,3470,Toosii,Favorite Song (with Khalid) [Remix],223702,['north carolina hip hop'],1.0
1080,3054,Destroy Lonely,new new,203860,['rage rap'],1.0
1138,3472,CKay,HALLELUJAH (feat. Blaqbonez),79983,"['afro r&b', 'afrobeats']",1.0
1139,3474,Ella Henderson,Ghost,1904,"['dance pop', 'pop dance', 'talent show', 'uk pop']",1.0
1140,3475,Junior Senior,Move Your Feet,161851,['danish pop'],1.0
1141,3476,Flo Rida,Wild Ones (feat. Sia),719,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",1.0
1144,3479,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",12979,"['edm', 'electronic trap', 'pop', 'pop dance']",1.0
1148,3498,Riton,Turn Me On (feat. Vula),1877,"['house', 'pop dance', 'uk dance']",1.0
1152,3510,Ed Sheeran,Sing,10091,"['pop', 'singer-songwriter pop', 'uk pop']",1.0
1156,3526,Tiësto,10:35,26787,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",1.0
1163,3533,TLC,No Scrubs,4249,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",1.0
1081,3055,Destroy Lonely,right now,21445,['rage rap'],1.0
1079,3053,Destroy Lonely,superstar,191392,['rage rap'],1.0
847,2145,Drake,No Long Talk,149568,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1.0
1063,3027,The Rolling Stones,Honky Tonk Women,1450,"['album rock', 'british invasion', 'classic rock', 'rock']",1.0
1050,2998,101 Strings Orchestra,Tonight,255,['easy listening'],1.0
1051,2999,Marcus Mumford,You'll Never Walk Alone,348,['british singer-songwriter'],1.0
1052,3000,Marcus Mumford,Nate's Pep Talk,4435,['british singer-songwriter'],1.0
1053,3002,The Struts,Put Your Hands Up,1369,"['glam rock', 'modern alternative rock']",1.0
1055,3005,Marcus Mumford,Gut & Heart,13119,['british singer-songwriter'],1.0
1056,3006,Ray Charles,What Would I Do Without You,325,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1.0
1057,3007,Queen,Tear It Up,9450,"['classic rock', 'glam rock', 'rock']",1.0
1058,3008,Arlo Parks,Caroline,0,"['indie pop', 'indie soul', 'uk contemporary r&b']",1.0
1059,3009,The Kinks,A Well Respected Man,1648,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",1.0
1066,3030,Dave,Starlight,171946,"['jam band', 'neo mellow', 'pop rock']",1.0
1078,3052,Destroy Lonely,chris paul,186407,['rage rap'],1.0
1068,3040,Lil Baby,Go Hard,12117,"['atl hip hop', 'atl trap', 'rap', 'trap']",1.0
1070,3042,Destroy Lonely,money & sex,534,['rage rap'],1.0
1071,3045,Destroy Lonely,fly sht,210240,['rage rap'],1.0
1072,3046,Destroy Lonely,which one,208446,['rage rap'],1.0
1073,3047,Destroy Lonely,raver,131936,['rage rap'],1.0
1074,3048,Destroy Lonely,came in wit,117260,['rage rap'],1.0
1075,3049,Destroy Lonely,by the pound,198297,['rage rap'],1.0
1076,3050,Destroy Lonely,all the time,139174,['rage rap'],1.0
1077,3051,Destroy Lonely,biggest problem,164595,['rage rap'],1.0
1164,3534,B.o.B,Airplanes (feat. Hayley Williams of Paramore),1393,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",1.0
1166,3537,Jason Derulo,Ridin' Solo,95016,"['dance pop', 'pop']",1.0
1167,3538,Taylor Swift,Blank Space,231826,['pop'],1.0
1276,4075,Snoop Dogg,Sweat - Remix,12213,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",1.0
1245,3760,Scarlett Diaz,Alive,11989,[],1.0
1247,3768,PARTYNEXTDOOR,BELIEVE IT,162840,"['r&b', 'rap', 'urban contemporary']",1.0
1259,3962,The Game,Wouldn't Get Far,36217,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1.0
1261,4006,Naeleck,Threnody (Bombs Away Remix),2410,"['electro', 'hypertechno']",1.0
1262,4007,Thierry Von Der Warth,One Day At A Time,1301,['tropical house'],1.0
1272,4070,AFROJACK,I Just Wanna F. (feat. Timbaland & Dev),3320,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",1.0
1273,4072,David Guetta,I Can Only Imagine (feat. Chris Brown & Lil Wayne),188951,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1.0
1274,4073,David Guetta,Play Hard (feat. Ne-Yo & Akon),146842,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1.0
1275,4074,David Guetta,Turn Me On (feat. Nicki Minaj),83754,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1.0
1282,4146,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),19882,"['pop', 'viral pop']",1.0
1168,3540,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,"['pop rap', 'seattle hip hop']",1.0
1283,4147,Charlie Puth,Attention,1877,"['pop', 'viral pop']",1.0
1290,4181,Quality Control,Baby (Lil Baby feat. DaBaby),142417,"['melodic rap', 'trap']",1.0
1291,4182,Quality Control,Testament,10032,"['melodic rap', 'trap']",1.0
1292,4213,Lil Durk,Federal Nightmares,19221,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",1.0
1293,4215,Lil Durk,Started From,1984,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",1.0
1298,4241,Calvin Harris,New Money (with 21 Savage),80021,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1.0
1308,4256,Calvin Harris,School,107440,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1.0
1309,4257,Calvin Harris,Here 2 China (feat. Dizzee Rascal),152453,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1.0
1310,4259,Calvin Harris,Awooga,231240,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1.0
1244,3759,American Authors,Hit It,16459,"['modern rock', 'pop rock']",1.0
1243,3758,Wall,I'm on a Plain so I Can't Complain,176571,['pov: indie'],1.0
1238,3733,Amelia Grey,System of the Brown,17642,"['color noise', 'white noise']",1.0
1237,3721,Darude,Sandstorm,54722,"['eurodance', 'finnish edm']",1.0
1170,3558,Pitbull,I Know You Want Me (Calle Ocho),5463,"['dance pop', 'miami hip hop', 'pop']",1.0
1175,3580,Kardinal Offishall,Dangerous,3645,['canadian old school hip hop'],1.0
1176,3582,Ariana Grande,The Way,20596,['pop'],1.0
1208,3650,Naeleck,Creep - BYOR Remix,156850,"['electro', 'hypertechno']",1.0
1210,3652,Avicii,Fade Into Darkness - Vocal Radio Mix,198133,"['dance pop', 'edm', 'pop', 'pop dance']",1.0
1211,3653,Zedd,Spectrum,243413,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",1.0
1213,3655,DVBBS,Tsunami,160055,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",1.0
1215,3658,ConKi,Bubbly,26081,[],1.0
1217,3660,Swedish House Mafia,One - Radio Edit,169920,"['edm', 'pop dance', 'progressive electro house']",1.0
1220,3665,Tiësto,Carry You Home (feat. StarGate & Aloe Blacc),192731,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",1.0
1221,3666,Fedde Le Grand,Sparks (Turn Off Your Mind) - Radio Edit,147745,"['dutch house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",1.0
1222,3667,Sandro Silva,Epic,270814,"['big room', 'dutch house', 'electro house', 'progressive electro house']",1.0
1223,3668,Kaskade,I Remember,283040,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",1.0
1224,3669,Benny Benassi,Satisfaction - Isak Original Extended,138970,"['edm', 'electro house', 'pop dance']",1.0
1226,3671,Nicky Romero,Toulouse - Bobby Anthony Vocal Mix,72238,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",1.0
1233,3684,Cartoon,I'm Not Alright,51639,['gaming edm'],1.0
1234,3685,Lucky Luke,Used To Be,147918,['kleine hoerspiel'],1.0
1235,3686,Faithless,Insomnia - Radio Edit,33808,"['big beat', 'downtempo', 'electronica', 'trip hop']",1.0
1236,3687,Tiësto,Secrets,250946,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",1.0
1049,2997,Supra,Blue Moon,6222,['russian rave'],1.0
1048,2996,Los Coast,Simplify,2902,"['austindie', 'synth funk']",1.0
1045,2985,Mobb Deep,Survival of the Fittest,8114,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",1.0
903,2249,YoungBoy Never Broke Again,4 Sons of a King,2113,"['baton rouge rap', 'rap']",1.0
879,2178,NLE Choppa,SLUT ME OUT (feat. Sexyy Red),52500,"['memphis hip hop', 'rap']",1.0
881,2184,Jean-Philippe Rameau,"Les Boréades, RCT 31, Acte IV, Scène IV: Entrée pour les Muses, les Zéphyres, les Saisons, les Heures et les Arts",0,"['baroque', 'classical', 'early music', 'french baroque', 'french opera']",1.0
883,2187,Garry DW Judd,Electric Nocturne No. 93 - Piano,120019,[],1.0
884,2188,Jules Massenet,Méditation from Thaïs,331933,"['classical', 'french opera', 'french romanticism', 'post-romantic era']",1.0
885,2189,Julián Fueyo,Amber Dawn (Aubade) | Alba de Ambar,159663,[],1.0
886,2190,Cyril Scott,"Two Pieces, Op. 47: 1. Lotus Land",307411,"['early modern classical', 'impressionism', 'post-romantic era']",1.0
887,2192,Anatoly Lyadov,"Bagatelle, Op. 30",118413,"['early modern classical', 'post-romantic era', 'russian romanticism']",1.0
889,2195,Anatoly Lyadov,"Marionnettes, Op. 29",53461,"['early modern classical', 'post-romantic era', 'russian romanticism']",1.0
896,2234,Yeat,Got rich,6965,"['pluggnb', 'rage rap']",1.0
