,artistName,trackName,msPlayed,artist_genres
1542,GÅEL,Mid Air,147936,['ambient worship']
1543,Ludovico Einaudi,L'Origine Nascosta,191906,"['compositional ambient', 'neo-classical']"
1544,William Grant Still,3 Visions: No. 2. Summerland,261533,"['african-american classical', 'american modern classical', 'early modern classical', 'harlem renaissance']"
1545,Johannes Brahms,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",378733,"['classical', 'german romanticism', 'late romantic era']"
1546,Valentin Silvestrov,Naive Music: No. 2. Nocturne,155586,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1547,Manuel de Falla,Siete canciones populares españolas: No. 5 Nana,157133,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']"
1548,Ola Gjeilo,Homebound,122440,"['21st century classical', 'nordic contemporary classical']"
1549,Johannes Brahms,"16 Waltzes, Op. 39: No. 15 In A Flat Major",94333,"['classical', 'german romanticism', 'late romantic era']"
1550,Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",644272,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']"
1551,Ennio Morricone,"Gabriel's Oboe (From ""The Mission"")",222400,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']"
1552,Víkingur Ólafsson,…And at the Hour of Death,152933,"['classical piano', 'nordic classical piano']"
1553,Traditional,Blow The Wind Southerly (Arr. Kanneh-Mason for Cello),142066,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1554,William Walton,Henry V: Henry V: Touch her soft lips and part,93840,"['british modern classical', 'early modern classical']"
1555,Georg Holm,Fljótavík,248692,[]
1556,Ottorino Respighi,"Bach - 3 chorales, P. 167: No. 3. Andante (after J.S. Bach's Wachet auf ruft uns die Stimme, BWV 645)",308440,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
1557,Giacomo Puccini,Puccini: Crisantemi,421560,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
1558,Federico Mompou,Musica callada I Angelico,120480,"['early modern classical', 'impressionism', 'spanish classical']"
1559,Daigo Hanada,Muku,194000,"['compositional ambient', 'focus', 'japanese piano', 'neo-classical']"
1560,Komitas,"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",1195,"['armenian folk', 'caucasian classical', 'oriental classical']"
1561,Kendrick Lamar,Ronald Reagan Era,216899,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1562,Kendrick Lamar,Poe Mans Dreams (His Vice) (feat. GLC),191075,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1563,Daft Punk,The Writing of Fragments of Time (feat. Todd Edwards),21584,"['electro', 'filter house', 'rock']"
1564,Daft Punk,Fragments of Time (feat. Todd Edwards),117283,"['electro', 'filter house', 'rock']"
1565,Daft Punk,Short Circuit,0,"['electro', 'filter house', 'rock']"
1566,Daft Punk,Beyond,208,"['electro', 'filter house', 'rock']"
1567,Daft Punk,Make Love,534,"['electro', 'filter house', 'rock']"
1568,Daft Punk,One More Time,162,"['electro', 'filter house', 'rock']"
1569,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),19853,"['electro', 'filter house', 'rock']"
1570,YoungBoy Never Broke Again,Hot Now,128413,"['baton rouge rap', 'rap']"
1571,YoungBoy Never Broke Again,Time I'm On,12681,"['baton rouge rap', 'rap']"
1572,YoungBoy Never Broke Again,Lonely Child,217659,"['baton rouge rap', 'rap']"
1573,YoungBoy Never Broke Again,Head Blown,24071,"['baton rouge rap', 'rap']"
1574,Common,The Food,216866,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
1575,Billie Eilish,ocean eyes,44206,"['art pop', 'pop']"
1576,A$AP Rocky,Sundress,158205,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1577,Kendrick Lamar,A.D.H.D,215509,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1578,A$AP Rocky,PMW (All I Really Need) (feat. ScHoolboy Q),194313,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1579,Mac Miller,Senior Skip Day,2647,"['hip hop', 'pittsburgh rap', 'rap']"
1580,Travis Scott,sdp interlude,191622,"['hip hop', 'rap', 'slap house']"
1581,Young Thug,With Them,197746,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1582,Edvard Grieg,"Pièces Lyriques, Op. 47 No. 3: Mélodie",256360,"['classical', 'late romantic era', 'norwegian classical']"
1583,Komitas,"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",77093,"['armenian folk', 'caucasian classical', 'oriental classical']"
1584,Gabriel Fauré,"Après un rêve, Op. 7, No. 1",160226,"['classical', 'post-romantic era']"
1585,Ignaz Friedman,"Orfeo ed Euridice, Act II: Dance of the Blessed Spirits, ""Mélodie"" (arr. I. Friedman for piano)",251733,['historic piano performance']
1586,Ludovico Einaudi,The Tree,199166,"['compositional ambient', 'neo-classical']"
1587,Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",282813,"['classical', 'early romantic era', 'german romanticism']"
1588,Erik Satie,Gymnopédie No. 1,205866,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
1589,Camille Saint-Saëns,Carnival of the Animals: The Swan,150146,"['classical', 'french romanticism', 'late romantic era']"
1590,Claude Debussy,"Rêverie, L. 68: Rêverie",257000,"['classical', 'impressionism', 'post-romantic era']"
1591,George Frideric Handel,"Rinaldo, HWV 7a, Act II, Scene 4: Lascia ch'io pianga - Arr. for French Horn",300000,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
1592,Traditional,Scarborough Fair (Arr. Parkin for Cello and Guitar),194533,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1593,Florence Beatrice Price,Adoration (Arr. for Cello & Orchestra by Julian Riem),199573,"['african-american classical', 'american modern classical', 'american romanticism']"
1594,Georges Bizet,"Chants du Rhin, WD 52: Les rêves",224333,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
1595,Baal HaSulam,Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,177226,[]
1596,The Chainsmokers,Roses,23643,['pop']
1597,Tom Ashbrook,Solitude I,229606,['neo-classical']
1598,Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",220773,"['classical', 'late romantic era', 'norwegian classical']"
1599,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: II. Larghetto",486000,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
1600,Frederick Delius,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",349760,"['classical', 'early modern classical', 'impressionism', 'post-romantic era']"
1601,Robert Schumann,"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen",113240,"['early romantic era', 'german romanticism']"
1602,Joep Beving,Midwayer,345800,"['compositional ambient', 'neo-classical']"
1603,Johann Pachelbel,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,377226,"['baroque', 'classical', 'german baroque']"
1604,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",328800,"['baroque', 'classical', 'early music', 'german baroque']"
1605,Maurice Ravel,Pavane pour une infante défunte,336000,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
1606,Valentin Silvestrov,"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",170346,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1607,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",294960,"['classical', 'impressionism', 'post-romantic era']"
1608,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,136879,['icelandic classical']
1609,Drake,Rich Flex,239359,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1610,Drake,Treacherous Twins,180098,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1611,Drake,Broke Boys,225439,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1612,Drake,Middle of the Ocean,356389,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1613,Drake,Privileged Rappers,152034,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1614,Drake,Spin Bout U,214588,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1615,Drake,Jumbotron Shit Poppin,118373,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1616,Lil Wayne,Rich As Fuck,46254,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1617,Lil Wayne,Mess,154923,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1618,Miguel,Sure Thing,32127,"['r&b', 'urban contemporary']"
1619,Young Thug,High (feat. Elton John),195160,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1620,Miguel,Sure Thing,36014,"['r&b', 'urban contemporary']"
1621,Common,The Food,216866,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
1622,Outkast,Hey Ya!,235213,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
1623,The Killers,When You Were Young,57248,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
1624,Kendrick Lamar,PRIDE.,274018,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1625,Frank Ocean,Self Control,74884,"['lgbtq+ hip hop', 'neo soul']"
1626,Frank Ocean,Solo,14883,"['lgbtq+ hip hop', 'neo soul']"
1627,Frank Ocean,Solo (Reprise),78742,"['lgbtq+ hip hop', 'neo soul']"
1628,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386,"['hip hop', 'rap']"
1629,Kid Cudi,Soundtrack 2 My Life,19020,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1630,Frank Ocean,Nights,307151,"['lgbtq+ hip hop', 'neo soul']"
1631,Wiz Khalifa,So High (feat. Ghost Loft),173025,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1632,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),323960,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1633,Kanye West,I Wonder,243440,"['chicago rap', 'hip hop', 'rap']"
1634,Mac Miller,Blue World,3668,"['hip hop', 'pittsburgh rap', 'rap']"
1635,Frank Ocean,Seigfried,314794,"['lgbtq+ hip hop', 'neo soul']"
1636,Miguel,Sure Thing,195373,"['r&b', 'urban contemporary']"
1637,Joey Bada$$,Love Is Only a Feeling,42526,"['conscious hip hop', 'hip hop', 'rap']"
1638,YoungBoy Never Broke Again,Fresh Prince Of Utah,17920,"['baton rouge rap', 'rap']"
1639,YoungBoy Never Broke Again,Fresh Prince Of Utah,51626,"['baton rouge rap', 'rap']"
1640,YoungBoy Never Broke Again,Fresh Prince Of Utah,16811,"['baton rouge rap', 'rap']"
1641,Common,The Food,216866,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
1642,Young Thug,With Them,197746,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1643,Travis Scott,sdp interlude,77717,"['hip hop', 'rap', 'slap house']"
1644,Joey Bada$$,DEVASTATED,4156,"['conscious hip hop', 'hip hop', 'rap']"
1645,Travis Scott,sdp interlude,191622,"['hip hop', 'rap', 'slap house']"
1646,JID,Surround Sound (feat. 21 Savage & Baby Tate),108274,"['hip hop', 'pop rap', 'rap', 'underground hip hop']"
1647,J. Cole,Work Out,210837,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
1648,Baby Keem,family ties (with Kendrick Lamar),1207,"['hip hop', 'rap']"
1649,Drake,Money In The Grave (Drake ft. Rick Ross),835,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1650,Travis Scott,NO BYSTANDERS,218283,"['hip hop', 'rap', 'slap house']"
1651,Rick Ross,Aston Martin Music,55181,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1652,Travis Scott,NO BYSTANDERS,218283,"['hip hop', 'rap', 'slap house']"
1653,Rick Ross,Aston Martin Music,270626,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1654,Kanye West,Runaway,58556,"['chicago rap', 'hip hop', 'rap']"
1655,A$AP Rocky,Get Lit (feat. Fat Tony),178706,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1656,Travis Scott,NO BYSTANDERS,1811,"['hip hop', 'rap', 'slap house']"
1657,Kanye West,On God,101940,"['chicago rap', 'hip hop', 'rap']"
1658,Chance the Rapper,Cocoa Butter Kisses,285535,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1659,Chance the Rapper,Cocoa Butter Kisses,305081,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1660,A Boogie Wit da Hoodie,Money over Everything,2322,"['melodic rap', 'rap', 'trap']"
1661,Travis Scott,through the late night,286235,"['hip hop', 'rap', 'slap house']"
1662,Chance the Rapper,Favorite Song,185062,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1663,A$AP Rocky,Purple Swag,118560,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1664,LMFAO,Party Rock Anthem,149228,"['dance pop', 'pop', 'pop rap']"
1665,Florence Beatrice Price,Adoration (Arr. for Cello & Orchestra by Julian Riem),550,"['african-american classical', 'american modern classical', 'american romanticism']"
1666,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"['classical', 'classical era']"
1667,Traditional,Blow The Wind Southerly (Arr. Kanneh-Mason for Cello),142066,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1668,Franz Schubert,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),143266,"['classical', 'classical era', 'early romantic era']"
1669,Felix Mendelssohn,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",282813,"['classical', 'early romantic era', 'german romanticism']"
1670,Valentin Silvestrov,4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,394,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1671,YoungBoy Never Broke Again,Fresh Prince Of Utah,165517,"['baton rouge rap', 'rap']"
1672,Destroy Lonely,if looks could kill,61654,['rage rap']
1673,Lil Baby,Freestyle,975,"['atl hip hop', 'atl trap', 'rap', 'trap']"
1674,LUCKI,KAPITOL DENIM,2530,['plugg']
1675,LUCKI,13,98406,['plugg']
1676,YoungBoy Never Broke Again,Fresh Prince Of Utah,35619,"['baton rouge rap', 'rap']"
1677,LUCKI,New Drank,24798,['plugg']
1678,Baby Keem,family ties (with Kendrick Lamar),25727,"['hip hop', 'rap']"
1679,Unknown Artist,Unknown Track,16314,[]
1680,Unknown Artist,Unknown Track,30786,[]
1681,Unknown Artist,Unknown Track,27756,[]
1682,Johann Pachelbel,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,8668,"['baroque', 'classical', 'german baroque']"
1683,Eagles,Hotel California - 2013 Remaster,3018,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1684,Fleetwood Mac,The Chain - 2004 Remaster,11783,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
1685,Pink Floyd,Money,382569,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1686,Queen,Another One Bites The Dust - Remastered 2011,0,"['classic rock', 'glam rock', 'rock']"
1687,Billy Idol,White Wedding - Pt. 1,0,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
1688,Unknown Artist,Unknown Track,8268,[]
1689,Outkast,Da Art of Storytellin' (Pt. 1),222653,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
1690,Travis Scott,SKELETONS,145588,"['hip hop', 'rap', 'slap house']"
1691,Kanye West,Through The Wire,211953,"['chicago rap', 'hip hop', 'rap']"
1692,Frank Ocean,Pyramids,592920,"['lgbtq+ hip hop', 'neo soul']"
1693,Unknown Artist,Unknown Track,5212,[]
1694,A$AP Mob,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",207857,"['hip hop', 'rap', 'southern hip hop', 'trap']"
1695,Unknown Artist,Unknown Track,2208,[]
1696,Erik Satie,Gymnopédie No. 1,205866,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
1697,Johann Sebastian Bach,"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",174383,"['baroque', 'classical', 'early music', 'german baroque']"
1698,Manuel de Falla,Siete canciones populares españolas: No. 5 Nana,157133,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']"
1699,Tom Ashbrook,Solitude I,229606,['neo-classical']
1700,Unknown Artist,Unknown Track,1842,[]
1701,Unknown Artist,Unknown Track,5238,[]
1702,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: II. Larghetto",486000,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
1703,Misfits,Where Eagles Dare,128426,"['horror punk', 'new jersey hardcore', 'new jersey punk', 'punk']"
1704,Television,Marquee Moon,593552,"['alternative rock', 'art punk', 'experimental rock', 'no wave', 'noise pop', 'post-punk', 'protopunk', 'punk', 'singer-songwriter']"
1705,Sex Pistols,God Save the Queen,77911,"['alternative rock', 'punk', 'rock']"
1706,Unknown Artist,Unknown Track,5316,[]
1707,WZRD,"Teleport 2 Me, Jamie",238400,['psychedelic hip hop']
1708,Kanye West,Runaway,547733,"['chicago rap', 'hip hop', 'rap']"
1709,A$AP Rocky,L$D,238306,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1710,Frank Ocean,Novacane,302346,"['lgbtq+ hip hop', 'neo soul']"
1711,Unknown Artist,Unknown Track,4716,[]
1712,Unknown Artist,Unknown Track,2077,[]
1713,Mac Miller,Fight the Feeling (feat. Kendrick Lamar & Iman Omari),276621,"['hip hop', 'pittsburgh rap', 'rap']"
1714,Mac Miller,Hand Me Downs,297685,"['hip hop', 'pittsburgh rap', 'rap']"
1715,Mac Miller,Donald Trump,164522,"['hip hop', 'pittsburgh rap', 'rap']"
1716,Mac Miller,Clubhouse,180866,"['hip hop', 'pittsburgh rap', 'rap']"
1717,Mac Miller,Buttons,228440,"['hip hop', 'pittsburgh rap', 'rap']"
1718,Mac Miller,Thoughts from a Balcony,185779,"['hip hop', 'pittsburgh rap', 'rap']"
1719,Unknown Artist,Unknown Track,10671,[]
1720,Khalid,8TEEN,92751,"['pop', 'pop r&b']"
1721,Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),1749,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']"
1722,Valentin Silvestrov,4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,201453,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1723,Valentin Silvestrov,4 Postludes for Piano & String Orchestra: No. 1. Larghetto - Andante,135331,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']"
1724,Gabriel Fauré,"Après un rêve, Op. 7, No. 1",160226,"['classical', 'post-romantic era']"
1725,Claude Debussy,"2 Arabesques, L. 66: No. 1 in E Major",273413,"['classical', 'impressionism', 'post-romantic era']"
1726,Traditional,"Limu, limu, lima (Arr. Schindler for Piano)",335360,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
1727,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: II. Larghetto",486000,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
1728,Loafy Building,Glass Currents,12020,['lo-fi study']
1729,Unknown Artist,Unknown Track,4454,[]
1730,Unknown Artist,Unknown Track,3488,[]
1731,Unknown Artist,Unknown Track,4899,[]
1732,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),67967,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1733,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",182901,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
1734,Kanye West,Runaway,508910,"['chicago rap', 'hip hop', 'rap']"
1735,Empire of the Sun,Walking On A Dream,160204,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
1736,Unknown Artist,Unknown Track,2756,[]
1737,The Chainsmokers,Roses,216948,['pop']
1738,Unknown Artist,Unknown Track,8556,[]
1739,Young Thug,Wyclef Jean,228346,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
1740,YoungBoy Never Broke Again,Untouchable,148641,"['baton rouge rap', 'rap']"
1741,A$AP Rocky,Ghetto Symphony (feat. Gunplay & A$AP Ferg),211913,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1742,Travis Scott,Apple Pie,211232,"['hip hop', 'rap', 'slap house']"
1743,Unknown Artist,Unknown Track,7589,[]
1744,Meek Mill,Dreams and Nightmares,216093,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1745,Unknown Artist,Unknown Track,1816,[]
1746,Kendrick Lamar,Money Trees,369410,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1747,Future,Codeine Crazy,346906,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1748,Kid Cudi,Hyyerr,212106,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1749,A$AP Rocky,Holy Ghost (feat. Joe Fox),191200,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1750,Unknown Artist,Unknown Track,2574,[]
1751,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),323168,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1752,Unknown Artist,Unknown Track,8556,[]
1753,Travis Scott,through the late night,266200,"['hip hop', 'rap', 'slap house']"
1754,Playboi Carti,Mileage (feat. Chief Keef),149760,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
1755,Kendrick Lamar,Ronald Reagan Era,216899,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1756,Mac Miller,Dang! (feat. Anderson .Paak),305350,"['hip hop', 'pittsburgh rap', 'rap']"
1757,Unknown Artist,Unknown Track,1973,[]
1758,J. Cole,Work Out,235000,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
1759,Unknown Artist,Unknown Track,3462,[]
1760,Kid Cudi,Cudi Zone,256972,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1761,Kanye West,Father Stretch My Hands Pt. 1,135920,"['chicago rap', 'hip hop', 'rap']"
1762,Childish Gambino,3005,234215,"['atl hip hop', 'hip hop', 'rap']"
1763,Drake,Over,233560,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
1764,Unknown Artist,Unknown Track,2391,[]
1765,Unknown Artist,Unknown Track,4089,[]
1766,Joey Bada$$,DEVASTATED,195621,"['conscious hip hop', 'hip hop', 'rap']"
1767,Lil Uzi Vert,Yessirskiii,197758,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1768,Lil Uzi Vert,Prices,102936,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1769,Lil Uzi Vert,Yessirskiii,7552,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1770,Ottorino Respighi,"Bach - 3 chorales, P. 167: No. 3. Andante (after J.S. Bach's Wachet auf ruft uns die Stimme, BWV 645)",20579,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
1771,Lil Uzi Vert,Yessirskiii,211805,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1772,Gucci Mane,Lemonade,246013,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1773,Unknown Artist,Unknown Track,5552,[]
1774,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",107197,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1775,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",2321,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1776,Kendrick Lamar,LOVE. FEAT. ZACARI.,4109,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1777,Meek Mill,Wins & Losses,20712,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1778,Common,The Food,202013,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
1779,Peter Bjorn and John,Young Folks,276693,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']"
1780,Kanye West,Pure Souls,34705,"['chicago rap', 'hip hop', 'rap']"
1781,Kanye West,Pure Souls,319970,"['chicago rap', 'hip hop', 'rap']"
1782,Lil Wayne,Right Above It,1021,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1783,Gunna,Outstanding,180780,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
1784,Kanye West,Bound 2,229146,"['chicago rap', 'hip hop', 'rap']"
1785,Lil Uzi Vert,Do What I Want,175203,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
1786,Kid Cudi,Soundtrack 2 My Life,33156,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1787,Unknown Artist,Unknown Track,4951,[]
1788,Unknown Artist,Unknown Track,3592,[]
1789,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,216213,['icelandic classical']
1790,Giuseppe Verdi,La traviata / Act I: Libiamo ne'lieti calici,0,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']"
1791,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",789,"['baroque', 'classical', 'early music', 'german baroque']"
1792,Johannes Brahms,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",673,"['classical', 'german romanticism', 'late romantic era']"
1793,Unknown Artist,Unknown Track,8268,[]
1794,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",54618,"['classical', 'late romantic era', 'russian romanticism']"
1795,A$AP Rocky,I Come Apart (feat. Florence Welch),217920,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1796,The Notorious B.I.G.,Big Poppa - 2005 Remaster,252746,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
1797,Snoop Dogg,Gin and Juice,82122,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
