,artistName,trackName,msPlayed,artist_genres
13715,Baby Keem,ORANGE SODA,129882,"['hip hop', 'rap']"
13716,Baby Keem,NOT MY BRO,128655,"['hip hop', 'rap']"
13717,Baby Keem,APOLOGIZE,195958,"['hip hop', 'rap']"
13718,Baby Keem,APOLOGIZE,17797,"['hip hop', 'rap']"
13719,Metro Boomin,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),75209,"['hip hop', 'rap']"
13720,Kodak Black,Testimony,168066,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
13721,Kendrick Lamar,F*ck Your Ethnicity,224671,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13722,Kendrick Lamar,Hol' Up,173158,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13723,Kendrick Lamar,A.D.H.D,215509,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13724,Kendrick Lamar,No Make-Up (Her Vice) (feat. Colin Munroe),235921,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13725,Kendrick Lamar,Tammy's Song (Her Evils),161670,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13726,Kendrick Lamar,Chapter Six,161137,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13727,Kendrick Lamar,Ronald Reagan Era,216899,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13728,Kendrick Lamar,Poe Mans Dreams (His Vice) (feat. GLC),261874,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13729,Kendrick Lamar,Chapter Ten,75535,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13730,Kendrick Lamar,Keisha's Song (Her Pain) (feat. Ashtro Bot),227291,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13731,Kendrick Lamar,Rigamortus,168591,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13732,Kendrick Lamar,Kush & Corinthians (feat. BJ The Chicago Kid),304668,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13733,Kendrick Lamar,Blow My High (Members Only),133813,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13734,JAY-Z,Can't Knock The Hustle,317800,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13735,JAY-Z,Politics As Usual,221133,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13736,JAY-Z,Brooklyn's Finest,275640,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13737,JAY-Z,Dead Presidents II,266066,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13738,JAY-Z,Feelin' It,227360,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13739,JAY-Z,D'evils,212266,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13740,JAY-Z,22 Two's,187003,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13741,JAY-Z,Can I Live,248573,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13742,JAY-Z,Ain't No Nigga,214293,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13743,JAY-Z,Friend Or Foe,109000,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13744,JAY-Z,Coming Of Age,186845,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13745,JAY-Z,Bring It On,49600,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13746,JAY-Z,Cashmere Thoughts,176933,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13747,JAY-Z,No Church In The Wild,272506,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13748,JAY-Z,Lift Off,176869,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13749,JAY-Z,Lift Off,2020,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
13750,Declan McKenna,Brazil,252306,['pov: indie']
13751,Pinegrove,Need 2,183798,"['countrygaze', 'new jersey indie', 'small room']"
13752,Childish Gambino,Me and Your Mama,379226,"['atl hip hop', 'hip hop', 'rap']"
13753,Childish Gambino,Have Some Love,224253,"['atl hip hop', 'hip hop', 'rap']"
13754,Childish Gambino,Boogieman,216840,"['atl hip hop', 'hip hop', 'rap']"
13755,Childish Gambino,Zombies,281813,"['atl hip hop', 'hip hop', 'rap']"
13756,Childish Gambino,Riot,125120,"['atl hip hop', 'hip hop', 'rap']"
13757,Childish Gambino,Redbone,326933,"['atl hip hop', 'hip hop', 'rap']"
13758,Childish Gambino,California,120390,"['atl hip hop', 'hip hop', 'rap']"
13759,Kid Cudi,Pursuit Of Happiness (Nightmare),295293,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
13760,Mac Miller,Hurt Feelings,245640,"['hip hop', 'pittsburgh rap', 'rap']"
13761,A$AP Rocky,Purity (feat. Frank Ocean),262360,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
13762,Lorde,Supercut,277506,"['art pop', 'metropopolis', 'nz pop', 'pop']"
13763,A$AP Rocky,I Come Apart (feat. Florence Welch),217920,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
13764,Nirvana,Something In The Way,44817,"['grunge', 'permanent wave', 'rock']"
13765,KIDS SEE GHOSTS,Reborn,324674,['rap']
13766,Kid Cudi,"Solo Dolo, Pt. III",242266,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
13767,A$AP Rocky,L$D,238306,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
13768,SZA,Love Galore (feat. Travis Scott),275080,"['pop', 'r&b', 'rap']"
13769,Young Thug,RiRi,106394,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
13770,Drake,Marvins Room,12525,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
13771,Empire of the Sun,Half Mast,234360,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
13772,Young Thug,High (feat. Elton John),195160,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
13773,"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),334363,"['hip hop', 'rap']"
13774,Lorde,Supercut,2606,"['art pop', 'metropopolis', 'nz pop', 'pop']"
13775,binki,Landline,160329,['modern indie pop']
13776,Frank Ocean,Pyramids,592920,"['lgbtq+ hip hop', 'neo soul']"
13777,Drake,Houstatlantavegas,290791,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
13778,Kid Cudi,Marijuana,260200,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
13779,A$AP Rocky,I Come Apart (feat. Florence Welch),2321,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
13780,Kendrick Lamar,LOVE. FEAT. ZACARI.,7013,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
13781,Young Thug,Digits,176386,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
13782,Young Thug,Day Before (with Mac Miller),135583,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
13783,Empire of the Sun,We Are The People,15240,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
13784,Isaiah Rashad,West Savannah (feat. SZA),167276,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']"
13785,Lil Wayne,So Special,232093,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
13786,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),323960,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
13787,T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),239413,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
13788,Lil Wayne,How To Love,240306,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
